message,severity,attributes,tags,timestamp
"2026-07-23T06:16:21.573Z [[32minfo[39m] Attempting MongoDB connection {""service"":""mqtt-publisher-lite"",""uri"":""mongodb+srv://cluster0.alo6dol.mongodb.net/statsnapp?retryWrites=true&w=majority"",""dbName"":""statsnapp""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739667645Z
"2026-07-23T06:16:21.571Z [[33mwarn[39m] Deprecated environment variable BATCH_TIMEOUT; use INFLUXDB_QUEUE_FLUSH_MS instead {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739674375Z
"2026-07-23T06:16:21.571Z [[33mwarn[39m] Deprecated environment variable CONNECTION_POOL_MAX; use MONGODB_MAX_POOL_SIZE instead {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739678685Z
"2026-07-23T06:16:21.571Z [[33mwarn[39m] Deprecated environment variable CONNECTION_POOL_MIN; use MONGODB_MIN_POOL_SIZE instead {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739742215Z
"2026-07-23T06:16:21.571Z [[33mwarn[39m] Deprecated environment variable METRICS_INTERVAL; use METRICS_INTERVAL_MS instead {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739746285Z
"2026-07-23T06:16:21.571Z [[32minfo[39m] Configuration loaded {""service"":""mqtt-publisher-lite"",""mqtt"":{""broker"":""broker.withproof.io"",""port"":8883,""topicPrefix"":"""",""authX509Only"":true,""mqttConnectUser"":""none (X.509 only)""},""http"":{""port"":8080},""provisioning"":{""enabled"":true,""tokenTTL"":6000,""caStoragePath"":""/app/data/certs""},""mongodb"":{""uri"":""***"",""dbName"":""statsnapp""},""redis"":{""host"":""(via REDIS_URL)"",""port"":""(via REDIS_URL)"",""keyPrefix"":""proof-mqtt:""},""influxdb"":{""url"":""https://metrics.withproof.io"",""org"":""statsmqtt"",""bucket"":""metrics"",""complianceBucket"":""pki_compliance"",""diskQueue"":true,""diskQueueSync"":false,""diskQueuePath"":""/app/data/influx-write-queue.lines"",""token"":""(set)""},""env"":""development"",""logLevel"":""debug""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739750325Z
"2026-07-23T06:16:21.572Z [[32minfo[39m] Configuration validated successfully {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:21.739754235Z
"2026-07-23T06:16:22.803Z [[32minfo[39m] MongoDB connected successfully {""service"":""mqtt-publisher-lite"",""host"":""ac-pbngtkm-shard-00-00.alo6dol.mongodb.net"",""port"":27017,""name"":""statsnapp"",""dbName"":""statsnapp""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.828984114Z
"2026-07-23T06:16:22.803Z [[32minfo[39m] ✅ MongoDB connected successfully {""service"":""mqtt-publisher-lite"",""dbName"":""statsnapp"",""mode"":""primary-database""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.828990104Z
"2026-07-23T06:16:22.803Z [[32minfo[39m] 💾 Initializing Redis (Token Persistence)... {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.828994514Z
"2026-07-23T06:16:22.803Z [[34mdebug[39m] [Redis] createRedisService {""service"":""mqtt-publisher-lite"",""hasUrl"":true,""db"":0,""keyPrefix"":""proof-mqtt:""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.828997864Z
"2026-07-23T06:16:22.803Z [[34mdebug[39m] [Redis] constructor {""service"":""mqtt-publisher-lite"",""configured"":true,""db"":0,""keyPrefix"":""proof-mqtt:""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829001214Z
"2026-07-23T06:16:22.803Z [[34mdebug[39m] [Redis] isRedisConfigured exit {""service"":""mqtt-publisher-lite"",""configured"":true}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829004594Z
"2026-07-23T06:16:22.804Z [[34mdebug[39m] [Redis] connect enter {""service"":""mqtt-publisher-lite"",""alreadyConnected"":false}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829007784Z
"2026-07-23T06:16:22.804Z [[34mdebug[39m] [Redis] isRedisConfigured exit {""service"":""mqtt-publisher-lite"",""configured"":true}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829010704Z
"2026-07-23T06:16:22.804Z [[32minfo[39m] Connecting to Redis {""service"":""mqtt-publisher-lite"",""mode"":""url"",""host"":""neutral-impala-85205.upstash.io"",""port"":6379,""db"":0,""tls"":true}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829013484Z
"2026-07-23T06:16:22.806Z [[34mdebug[39m] [Redis] setupEventHandlers enter {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829016634Z
"2026-07-23T06:16:22.806Z [[34mdebug[39m] [Redis] setupEventHandlers exit {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.829019784Z
"2026-07-23T06:16:22.854Z [[32minfo[39m] [Redis] event:connect {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:22.871886694Z
"2026-07-23T06:16:23.149Z [[32minfo[39m] 📡 Initializing MQTT client... {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152206972Z
"2026-07-23T06:16:23.147Z [[32minfo[39m] [Redis] event:ready {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152242492Z
"2026-07-23T06:16:23.147Z [[32minfo[39m] ✅ Redis connected successfully {""service"":""mqtt-publisher-lite"",""keyPrefix"":""proof-mqtt:""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152247192Z
"2026-07-23T06:16:23.147Z [[34mdebug[39m] [Redis] connect exit {""service"":""mqtt-publisher-lite"",""alreadyConnected"":false,""durationMs"":344}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152251602Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] ✅ Redis connected successfully {""service"":""mqtt-publisher-lite"",""keyPrefix"":""proof-mqtt:"",""mode"":""cloud-persistent""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152255652Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] 📦 Initializing services... {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152260252Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] SessionService initialized (in-memory) {""service"":""mqtt-publisher-lite"",""sessionTTL"":""86400s""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152264392Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] DeviceService initialized (MongoDB) {""service"":""mqtt-publisher-lite"",""cleanupInterval"":""3600s""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152267992Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] Device cleanup task started {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152271582Z
"2026-07-23T06:16:23.148Z [[32minfo[39m] ✅ Active device cache initialized (local + Redis restore on MQTT ready) {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152275212Z
"2026-07-23T06:16:23.149Z [[32minfo[39m] ✅ Services initialized {""service"":""mqtt-publisher-lite""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.152278862Z
"2026-07-23T06:16:23.255Z [[32minfo[39m] Broker DNS resolved {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""address"":""129.154.36.219""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.277107224Z
"2026-07-23T06:16:23.255Z [[32minfo[39m] MQTT TLS pre-check: TCP host differs from cert SNI {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""servername"":""nanomq-broker""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.277122214Z
"2026-07-23T06:16:23.255Z [[32minfo[39m] MQTT TLS pre-check {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""port"":8883,""servername"":""nanomq-broker"",""mTLS"":true}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.277129834Z
"2026-07-23T06:16:23.816Z [[32minfo[39m] TLS handshake succeeded {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""protocol"":""TLSv1.2"",""cipher"":""ECDHE-RSA-CHACHA20-POLY1305"",""subject"":{""CN"":""broker.withproof.io"",""O"":""Proof""}}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.819959779Z
"2026-07-23T06:16:23.818Z [[32minfo[39m] Connecting to MQTT broker... {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""connectHost"":""129.154.36.219"",""port"":8883,""tlsServername"":""nanomq-broker"",""clientId"":""proof-server-dev-2"",""caPemBytes"":1968,""clientCertPemBytes"":1761,""mqttAuth"":""X.509 only (no CONNECT username/password)""}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:23.819964799Z
"2026-07-23T06:16:24.796Z [[32minfo[39m] Connected to MQTT broker {""service"":""mqtt-publisher-lite"",""broker"":""broker.withproof.io"",""clientId"":""proof-server-dev-2"",""reconnect"":false}",info,"{""level"":""info""}","{""project"":""90a47e04-a329-4122-9c82-2ee75a4562c2"",""environment"":""f6319bd4-2e87-40d4-8547-4ce714038bc1"",""service"":""c236b8cb-3eff-45c5-aca0-23e73e33dc8d"",""deployment"":""69394420-c732-4ebe-a5fd-54c2d5628ea7"",""replica"":""7fc15fda-5103-4647-b7c4-6251ceb0ef53""}",2026-07-23T06:16:24.816876974Z
